candidate_update_norm,causal_utility,distractor,e1_candidate_harmful_cell,example_id,family_id,gate,gate_entropy,goal_identifiability,layer,relative_update_norm,residual_norm,seed,task
7.8702616691589355,-0.007400140166282654,True,False,family-00300-maximum,family-00300,0.9814576506614685,0.09231065703292635,1.0,0,0.7260501313170024,10.839832305908203,11,maximum
5.204859256744385,0.07774379104375839,True,False,family-00300-maximum,family-00300,0.9847924709320068,0.07874948287375753,1.0,1,0.5032817991989085,10.341838836669922,11,maximum
6.900111198425293,-0.022160053253173828,True,False,family-00300-maximum,family-00300,0.9716017246246338,0.12912955294444847,1.0,2,0.7001376414274376,9.855363845825195,11,maximum
7.6868109703063965,0.10785052925348282,True,False,family-00300-maximum,family-00300,0.9954888224601746,0.02886674572724695,1.0,3,0.5817138440684346,13.214076042175293,11,maximum
7.3115339279174805,0.3664936423301697,True,False,family-00300-minimum,family-00300,0.9789960384368896,0.10192104973285283,0.5,0,0.6590794618667545,11.093554496765137,11,minimum
6.716053485870361,0.006443798542022705,True,False,family-00300-minimum,family-00300,0.9834430813789368,0.08431820569055223,0.5,1,0.605474276364915,11.092219352722168,11,minimum
7.186595916748047,0.053375303745269775,True,False,family-00300-minimum,family-00300,0.9873232245445251,0.06796803154213521,0.5,2,0.5378759441496926,13.361065864562988,11,minimum
7.187625408172607,0.047215163707733154,True,False,family-00300-minimum,family-00300,0.9740668535232544,0.12030783956987194,0.5,3,0.4581123012747724,15.689658164978027,11,minimum
4.071413040161133,0.01009511947631836,False,False,family-00300-sum_mod_10,family-00300,0.9624109864234924,0.16020471188364557,0.0,0,0.3937734302969304,10.339481353759766,11,sum_mod_10
2.872939348220825,-0.006082896143198013,False,False,family-00300-sum_mod_10,family-00300,0.9274168610572815,0.2602700483572009,0.0,1,0.2868040100642899,10.017082214355469,11,sum_mod_10
5.2605719566345215,0.009458504617214203,False,False,family-00300-sum_mod_10,family-00300,0.9535039067268372,0.18806600349892647,0.0,2,0.49768750428565756,10.570030212402344,11,sum_mod_10
7.20203971862793,-0.06378847360610962,False,True,family-00300-sum_mod_10,family-00300,0.9846072793006897,0.07952071009109649,0.0,3,0.5615938380803552,12.824285507202148,11,sum_mod_10
5.2405781745910645,0.07899874448776245,True,False,family-00301-maximum,family-00301,0.9814576506614685,0.09231065703292635,0.5,0,0.48345565011505853,10.839832305908203,11,maximum
9.002086639404297,0.8934440612792969,True,False,family-00301-maximum,family-00301,0.9849517941474915,0.07808415265195445,0.5,1,0.8978969929483762,10.025745391845703,11,maximum
5.140829563140869,0.02742701768875122,True,False,family-00301-maximum,family-00301,0.9378350377082825,0.2328834003024364,0.5,2,0.4349195275303781,11.820185661315918,11,maximum
11.174721717834473,0.2898710370063782,True,False,family-00301-maximum,family-00301,0.9917328357696533,0.04787778285856258,0.5,3,0.8445887673981555,13.230961799621582,11,maximum
6.378189563751221,-0.00048453686758875847,False,False,family-00301-minimum,family-00301,0.9792648553848267,0.10088653983718776,0.0,0,0.6001783928952981,10.627156257629395,11,minimum
6.092281341552734,-0.023671742528676987,False,False,family-00301-minimum,family-00301,0.98847496509552,0.06289728880683398,0.0,1,0.5551972950968416,10.973182678222656,11,minimum
8.769408226013184,-0.25643447041511536,False,False,family-00301-minimum,family-00301,0.9831886887550354,0.08535523290632113,0.0,2,0.8422578952709894,10.411785125732422,11,minimum
5.004467964172363,-0.0010897833853960037,False,False,family-00301-minimum,family-00301,0.9574602246284485,0.17593335160030857,0.0,3,0.49709189450433944,10.067490577697754,11,minimum
4.833624839782715,-0.016448482871055603,False,False,family-00301-sum_mod_10,family-00301,0.9701509475708008,0.1342170673910033,1.0,0,0.4162871826444744,11.611274719238281,11,sum_mod_10
6.745926856994629,-0.06324076652526855,False,False,family-00301-sum_mod_10,family-00301,0.987163782119751,0.06866142791992037,1.0,1,0.59568720669301,11.324612617492676,11,sum_mod_10
6.441762924194336,0.048148028552532196,False,False,family-00301-sum_mod_10,family-00301,0.9942483901977539,0.03540342540709284,1.0,2,0.4810434561404546,13.391228675842285,11,sum_mod_10
7.913832664489746,0.030358850955963135,False,True,family-00301-sum_mod_10,family-00301,0.9989927411079407,0.007957364191038013,1.0,3,0.44740736531311676,17.688203811645508,11,sum_mod_10
4.841581344604492,-0.020339012145996094,False,False,family-00302-maximum,family-00302,0.9753659963607788,0.11556323798514889,0.0,0,0.45803470686322256,10.570337295532227,11,maximum
6.9542436599731445,0.3210817575454712,False,False,family-00302-maximum,family-00302,0.9768127202987671,0.11019678479216341,0.0,1,0.6660045942292382,10.44173526763916,11,maximum
5.901508331298828,0.025747597217559814,False,False,family-00302-maximum,family-00302,0.9636549949645996,0.15614910854877076,0.0,2,0.5385717749601349,10.957700729370117,11,maximum
8.54790210723877,0.3834015429019928,False,False,family-00302-maximum,family-00302,0.9890540838241577,0.06030429009478873,0.0,3,0.6523919552306541,13.102402687072754,11,maximum
6.426281929016113,0.39503222703933716,True,False,family-00302-minimum,family-00302,0.9777830243110657,0.10654610431767582,1.0,0,0.6178914055587664,10.400341987609863,11,minimum
3.4845640659332275,0.1818784773349762,True,False,family-00302-minimum,family-00302,0.9749738574028015,0.11700261013952902,1.0,1,0.33588277661286836,10.374345779418945,11,minimum
7.444765090942383,0.10190260410308838,True,False,family-00302-minimum,family-00302,0.9630100131034851,0.15825724518460638,1.0,2,0.7458716182755698,9.981295585632324,11,minimum
8.19167709350586,0.10212022066116333,True,False,family-00302-minimum,family-00302,0.9703764915466309,0.13343100097584085,1.0,3,0.6284629553415462,13.034462928771973,11,minimum
7.143646717071533,0.0703020840883255,False,False,family-00302-sum_mod_10,family-00302,0.9753659963607788,0.11556323798514889,0.5,0,0.6758201292300241,10.570337295532227,11,sum_mod_10
4.364560604095459,-0.029498308897018433,False,False,family-00302-sum_mod_10,family-00302,0.9701607823371887,0.13418282796251413,0.5,1,0.3802472277667994,11.478218078613281,11,sum_mod_10
6.717758655548096,-0.008671477437019348,False,False,family-00302-sum_mod_10,family-00302,0.9859252572059631,0.07398110935176774,0.5,2,0.5571115016189978,12.058194160461426,11,sum_mod_10
8.527836799621582,-0.16576984524726868,False,True,family-00302-sum_mod_10,family-00302,0.9972992539405823,0.018669921631800722,0.5,3,0.5568186912954785,15.315284729003906,11,sum_mod_10
6.464094638824463,-0.003908343613147736,False,False,family-00303-maximum,family-00303,0.9451321959495544,0.21260608338723008,1.0,0,0.7416726575211758,8.71556282043457,11,maximum
3.451719045639038,-0.00960735883563757,False,False,family-00303-maximum,family-00303,0.9499310255050659,0.19871828448037857,1.0,1,0.44990400326073804,7.672123432159424,11,maximum
6.650054931640625,-0.01828058809041977,False,False,family-00303-maximum,family-00303,0.9526918530464172,0.19051163892187561,1.0,2,0.9025153366133931,7.368356704711914,11,maximum
8.440468788146973,-0.0015530502423644066,False,False,family-00303-maximum,family-00303,0.9858604669570923,0.07425626496461474,1.0,3,0.8709801861121217,9.690770149230957,11,maximum
7.214558124542236,0.20881640911102295,False,False,family-00303-minimum,family-00303,0.9770431518554688,0.10933363553186916,0.5,0,0.6644470891512614,10.857987403869629,11,minimum
7.132621765136719,0.17363965511322021,False,False,family-00303-minimum,family-00303,0.9858356714248657,0.07436148855755058,0.5,1,0.6576446494097321,10.845707893371582,11,minimum
